Code	Group	Subgroup	Brand	Item	Description	Wholesale price (USD)
4019	Computer equipment and components	Batteries, accumulators, chargers	Flextron	Accumulator Flexpower "NMH-HR14-4000-B2" 1.2V 4000mAh Ni-MH C (2 pcs/pack)		1.59
4020	Computer equipment and components	Batteries, accumulators, chargers	Flextron	Accumulator Flexpower "NMH-HR20-7000-B2" 1.2V 7000mAh Ni-MH D (2 pcs/pack)		1.59
4021	Computer equipment and components	Batteries, accumulators, chargers	GP	Battery GP "Alkaline" 1.5V LR44/AG13/LR1154 (1 pcs/pack)		0.15
4022	Computer equipment and components	Batteries, accumulators, chargers	GP	Battery GP "Super GP13A-2CR2" 1.5V D LR20 (2 pcs/pack)		3.26
4023	Computer equipment and components	Batteries, accumulators, chargers	GP	Battery GP "Super GP14A-2CR2" 1.5V C/LR14 (2 pcs/pack)		2.56
4024	Computer equipment and components	Batteries, accumulators, chargers	GP	Battery GP "Super GP15A-2CR4" 1.5V AA (4 pcs/pack)		1.49
4025	Computer equipment and components	Batteries, accumulators, chargers	GP	Battery GP "Super GP24A-2CR4" 1.5V AAA (4 pcs/pack)		1.49
4026	Computer equipment and components	Batteries, accumulators, chargers	GP	Battery GP "Ultra GP15AU-CR4" 1.5V AA (4 pcs/pack)		1.56
4027	Computer equipment and components	Batteries, accumulators, chargers	Maxell	Battery Maxell 1.5V LR41 (2 pcs/pack)		0.37
4028	Computer equipment and components	Batteries, accumulators, chargers	NEXcell	Accumulator NEXcell 1.2V 2700mAh Ni-MH AA (2 pcs/pack)		4.31
4029	Computer equipment and components	Batteries, accumulators, chargers	NEXcell	Accumulator NEXcell 8.4V 220mAh Ni-MH 9V (1 pcs/pack)		3.32
4030	Computer equipment and components	Batteries, accumulators, chargers	NEXcell	Battery NEXcell 1.5V AAA, Alkaline (4 pcs/pack)		0.75
4031	Computer equipment and components	Batteries, accumulators, chargers	NEXcell	Battery NEXcell 3.0V CR2032 (1 pcs/pack)		0.38
4032	Computer equipment and components	Batteries, accumulators, chargers	Panasonic	Accumulator Panasonic "eneloop" BK-3MCCE/2BE, 1.2V 1900mAh Ni-MH AA (2 pcs/pack)		6.99
4033	Computer equipment and components	Batteries, accumulators, chargers	Panasonic	Accumulator Panasonic "eneloop" BK-3MCCE/4BE, 1.2V 1900mAh Ni-MH AA (4 pcs/pack)		14.31
4034	Computer equipment and components	Batteries, accumulators, chargers	Panasonic	Accumulator Panasonic "eneloop" BK-4MCCE/2BE, 1.2V 750mAh Ni-MH AAA (2 pcs/pack)		6.58
4035	Computer equipment and components	Batteries, accumulators, chargers	Panasonic	Accumulator Panasonic "eneloop" BK-4MCCE/4BE, 1.2V 750mAh Ni-MH AAA (4 pcs/pack)		10.73
4036	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata "317" 1.55V SR516SW (1 pcs/pack)		0.92
4037	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata "321" 1.55V SR616SW (1 pcs/pack)		0.94
4038	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata "364" 1.55V SR621SW (1 pcs/pack)		0.53
4039	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata "371" 1.55V SR920SW (1 pcs/pack)		0.87
4040	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata "377" 1.55V SR626SW (1 pcs/pack)		0.58
4041	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata "379" 1.55V SR521SW (1 pcs/pack)		0.53
4042	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata "395" 1.55V SR927SW (1 pcs/pack)		1.12
4043	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata 3.0V CR1632 (1 pcs/pack)		1.06
4044	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata 3.0V CR2016 (1 pcs/pack)		0.67
4045	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata 3.0V CR2032 (1 pcs/pack)		0.79
4046	Computer equipment and components	Batteries, accumulators, chargers	Renata SA	Battery Renata 3.0V CR2325 (1 pcs/pack)		1.48
4047	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "1300MHAA-2" 154-903, 1.2V 1300mAh Ni-MH AA, for radiotelephones DECT (2 pcs/pack)		2.06
4048	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "2000MHAA-2" 414-825, 1.2V 2000mAh Ni-MH AA, low temperature (2 pcs/pack)		3.1
4049	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "250MH9-1" 9.0V 250mAh Ni-MH 9V/6F22 (1 pcs/pack)		4.33
4050	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "3.0/Li18650" 537-130, 3.7V 3000mAh Li-Ion 18650 protected (1 pcs/pack)		6.47
4051	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "3.4/Li18650" 375-522, 3.6V 3400mAh Li-Ion 18650 protected (1 pcs/pack)		7.71
4052	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "550MHAAA-2" 188-638, 1.2V 550mAh Ni-MH AAA, for radiotelephones DECT (2 pcs/pack)		1.27
4053	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "800MHAAA-2" 741-114, 1.2V 800mAh Ni-MH AAA, low temperature (2 pcs/pack)		1.9
4054	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "Li26650" 774-932, 3.6V 4000mAh Li-Ion 26650 (1 pcs/pack)		7.99
4055	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "PAN3400" 452-316, 3.6V 3400mAh Li-Ion 18650 unprotected (1 pcs/pack)		6.58
4056	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "RTU1050MHAAA-2" 594-159, 1.2V 1050mAh Ni-MH AAA (2 pcs/pack)		2.06
4057	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "RTU2600MHAA-2" 152-814, 1.2V 2600mAh Ni-MH AA (2 pcs/pack)		4.12
4058	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "RTU270MH-1" 787-976, 9.0V 270mAh Ni-MH 9V/6F22 (1 pcs/pack)		4.73
4059	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Accumulator Robiton "SAM2600" 958-432, 3.6V 2600mAh Li-Ion 18650 unprotected (1 pcs/pack)		3.99
4060	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "6LR61" 614-655, 9.0V 9V/6LR61 (1 pcs/pack)		1.07
4061	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "6LR61" 617-286, 9.0V 9V/6LR61 (1 pcs/pack)		1.16
4062	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "R-CR1225-BL1" 498-255, 3.0V CR1225 (1 pcs/pack)		0.45
4063	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "R-CR123A-BL1" 716-207, 3.0V CR123A (1 pcs/pack)		1.53
4064	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "R-CR123A-SR2" 454-313, 3.0V CR123A (2 pcs/pack)		2.89
4065	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "R-CR1620-BL1" 126-744, 3.0V CR1620 (1 pcs/pack)		0.49
4066	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "R-CR2430-BL1" 908-448, 3.0V CR2430 (1 pcs/pack)		0.78
4067	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "R-CR2450-BL1" 498-913, 3.0V CR2450 (1 pcs/pack)		0.79
4068	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton "R-R03-SR4" 123-789 1.5V AAA (4 pcs/pack)		0.32
4069	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton 1.5V LR54/AG10/LR1130 (2 pcs/pack)		0.15
4070	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton 12V LR23A (1 pcs/pack)		0.38
4071	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton 3.0V CR2016 (1 pcs/pack)		0.24
4072	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Battery Robiton 3.0V CR2032 (1 pcs/pack)		0.29
4073	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Power Supply Robiton "IR12-2000S" 12V, 2000mA, G, impulse		5.2
4074	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Charger Robiton "MasterCharger 1B/Plus", 1xA/AA/AAA/C/SC/10440/14500/17500/18500/18490/17670/18650/22650/26650 Ni-MH/Ni-Cd/Li-Ion/LiFePO4		7.13
4075	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Charger Robiton "MasterCharger 2B/Pro", 2xA/AA/AAA/C/10440/14500/16340/17355/17500/17670/18490/18500/18650/22650/26650 Ni-MH/Ni-Cd/Li-Ion		22.31
4076	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Charger Robiton "MasterCharger Pro", 4xA/AA/AAA/C/10440/14500/16340/17355/17500/17670/18490/18500/18650/22650/26650 Ni-MH/Ni-Cd/Li-Ion		32.31
4077	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Charger Robiton "MotorCharger Deluxe" for lead acid batteries		19.77
4078	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Charger Robiton "ProCharger1000", 4xAA/AAA Ni-MH/Ni-Cd		21.56
4079	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Charger Robiton "Smart S100", 4xAA/AAA Ni-MH/Ni-Cd		10.54
4080	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Charger Robiton "SmartCharger Pro", universal/2xAA/AAA/14500/16340/18500/18650/9V Ni-MH/Ni-Cd, Li-Ion/Li-Pol		18.53
4081	Computer equipment and components	Batteries, accumulators, chargers	Robiton	Start-Charger Robiton "Emergency Power Set" 117-540, car, USB		57.04
4082	Computer equipment and components	Batteries, accumulators, chargers	Sony	Battery Sony 3.0V CR1620 (1 pcs/pack)		0.83
4083	Computer equipment and components	Batteries, accumulators, chargers	Sony	Battery Sony 3.0V CR2025 (1 pcs/pack)		0.58
4084	Computer equipment and components	Batteries, accumulators, chargers	Toshiba	Battery Toshiba 9.0V 9V/6F22 (1 pcs/pack)		0.71
4085	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "4G-AC68U" 3G/4G + WiFi 1.3Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB3.0		225.09
4086	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "Blue Cave" WiFi 1.7Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB3.0		219.27
4087	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "GT-AC5300 ROG Rapture" WiFi 2.1Gbps + 8 ports LAN 1Gbps + 1 port WAN 1Gbps + 2 ports USB3.0		388.35
4088	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC1200" WiFi 867Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB2.0		38.89
4089	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC1200G+" WiFi 867Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0		65.3
4090	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC51U" WiFi 433Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB2.0		35.14
4091	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC52U B1" WiFi 433Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0		48.88
4092	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC53" WiFi 433Mbps + 2 ports LAN 1Gbps + 1 port WAN 1Gbps		42.17
4093	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC58U" WiFi 867Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB3.0		70.65
4094	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC66U B1" WiFi 1.3Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		105.81
4095	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC68U" WiFi 1.3Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		130.96
4096	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC86U" WiFi 2.1Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		211.47
4097	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC87U" WiFi 1.7Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		165.99
4098	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-AC88U" WiFi 2.1Gbps + 8 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		265.95
4099	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-N10P" WiFi 150Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		14.74
4100	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-N11P B1" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		18.39
4101	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-N12 VP B1" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		19.66
4102	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-N18U" WiFi 600Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		64.75
4103	Computer equipment and components	Wireless network equipment	ASUS	Wireless router ASUS "RT-N66U C1" WiFi 450Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		91.33
4104	Computer equipment and components	Wireless network equipment	ASUS	Repeater ASUS "RP-AC53" WiFi 433Mbps + 1 port LAN 100Mbps		36.13
4105	Computer equipment and components	Wireless network equipment	ASUS	Repeater ASUS "RP-AC55" WiFi 867Mbps + 1 port LAN 1Gbps		56.21
4106	Computer equipment and components	Wireless network equipment	ASUS	Repeater ASUS "RP-AC68U" WiFi 1.3Gbps + 5 ports LAN 1Gbps		135.49
4107	Computer equipment and components	Wireless network equipment	ASUS	Repeater ASUS "RP-AC87" WiFi 1.7Gbps + 1 port LAN 1Gbps		111.61
4108	Computer equipment and components	Wireless network equipment	D-Link	Antenna D-Link "ANT24-0802C/A1A" WiFi 8.0dBi Indoor Omni-Directional		11.15
4109	Computer equipment and components	Wireless network equipment	D-Link	Wireless router D-Link "DIR-615S/A1A" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		15.32
4110	Computer equipment and components	Wireless network equipment	D-Link	Wireless router D-Link "DIR-640L/RU/A2A" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB2.0		50.37
4111	Computer equipment and components	Wireless network equipment	D-Link	Wireless router D-Link "DIR-806A/RU/B1A" WiFi 433Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		28.55
4112	Computer equipment and components	Wireless network equipment	D-Link	Access point D-Link "DAP-2310/A1A" WiFi 300Mbps + 1 port LAN/WAN 1Gbps		20.84
4113	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "4G" WiFi 300Mbps + 3 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB2.0		32.91
4114	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "AIR" WiFi 867Mbps + 3 ports LAN 100Mbps + 1 port WAN 100Mbps		42.15
4115	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "CITY" WiFi 433Mbps + 3 ports LAN 100Mbps + 1 port WAN 100Mbps		38.19
4116	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "EXTRA" WiFi 867Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB		53.93
4117	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "Giga" WiFi 867Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps/SFP + 1 port USB2.0 + 1 port USB3.0		108.82
4118	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "Lite" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		26.3
4119	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "OMNI" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB2.0		36.87
4120	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "Start" WiFi 300Mbps + 3 ports LAN 100Mbps + 1 port WAN 100Mbps		22.34
4121	Computer equipment and components	Wireless network equipment	Keenetic	Wireless router Keenetic "Ultra" WiFi 1.7Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps/SFP + 1 port USB2.0 + 1 port USB3.0		144.33
4122	Computer equipment and components	Wireless network equipment	Mercusys	Wireless router Mercusys "AC12" WiFi 867Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		26.3
4123	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "hAP ac lite RB952Ui-5ac2nD" WiFi + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		42.52
4124	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "hAP ac lite RB952Ui-5ac2nD-TC" WiFi + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB		43.05
4125	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "hAP ac RB962UiGS-5HacT2HnT" WiFi + 4 ports LAN 1Gbps+ 1 port WAN 1Gbps + 1 port SFP		109.49
4126	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "hAP lite RB941-2nD-TC" WiFi + 3 ports LAN 100Mbps + 1 port LAN/WAN 100Mbps		20.08
4127	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "hAP lite RB941-2nD" WiFi + 3 ports LAN 100Mbps + 1 port LAN/WAN 100Mbps		19.07
4128	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "hAP RB951Ui-2nD" WiFi + 4 ports LAN 100Mbps + 1 port LAN/WAN 100Mbps + 1 port USB 2.0		37.15
4129	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "Metal 5SHPn" WiFi + 1 port LAN 100Mbps		70.06
4130	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "RB2011UiAS-2HnD-IN" WiFi + 5 ports LAN 100Mbps + 4 ports LAN 1 Gbps + 1 port LAN/WAN 1Gbps + 1 port SFP		118.44
4131	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "RB951G-2HnD" WiFi + 4 port LAN 1Gbps + 1 port LAN/WAN 1Gbps + 1 port USB 2.0		68.44
4132	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "RB951Ui-2HnD" WiFi + 4 ports LAN 100Mbps + 1 port LAN/WAN 100Mbps + 1 port USB 2.0		51.19
4133	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "SXT 5 RBSXT5HPnDr2" WiFi + 1 port LAN 100Mbps		60.47
4134	Computer equipment and components	Wireless network equipment	MikroTik	Wireless router MikroTik "SXT Lite5 RBSXT5nDr2" WiFi + 1 port LAN 100Mbps		49.32
4135	Computer equipment and components	Wireless network equipment	MikroTik	Access point MikroTik "mAP lite RBmAPL-2nd" WiFi + 1 port LAN 100Mbps		22.05
4136	Computer equipment and components	Wireless network equipment	MikroTik	Access point MikroTik "mAP RBmAP2nD" WiFi + 2 ports LAN 100Mbps		39.34
4137	Computer equipment and components	Wireless network equipment	MikroTik	Access point MikroTik "wAP RBwAP2nD" WiFi 150Mbps + 1 port LAN 100Mbps		37.87
4138	Computer equipment and components	Wireless network equipment	Tenda	Wireless router Tenda "W15E" WiFi 867Mbps + 1 port LAN 100Mbps+ 3 ports LAN/WAN 100Mbps + 1 port WAN 100Mbps		34.65
4139	Computer equipment and components	Wireless network equipment	TP-Link	Antenna TP-Link "TL-ANT2408CL" WiFi 8.0dBi Indoor Omni-Directional		5.44
4140	Computer equipment and components	Wireless network equipment	TP-Link	Antenna TP-Link "TL-ANT2409A" WiFi 9.0dBi Outdoor Directional		17.93
4141	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C1200" WiFi 867Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0		59.32
4142	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C2" WiFi 433Mbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0		41.89
4143	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C20 ver.4.0" WiFi 433Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		26.83
4144	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C2300" WiFi 1.6Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		149.14
4145	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C50 ver.3.0" WiFi 867Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		31.58
4146	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C59" WiFi 867Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB 2.0		42.15
4147	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C60" WiFi 867Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		43.47
4148	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C7 ver.4.0" WiFi 1.3Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 2 ports USB2.0		73.42
4149	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "Archer C9" WiFi 1.3Gbps + 4 ports LAN 1Gbps + 1 port WAN 1Gbps + 1 port USB2.0 + 1 port USB3.0		122.03
4150	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "M7350 ver.4.0" 4G + WiFi		69.71
4151	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "TL-MR3020 ver.3.20" WiFi 150Mbps + 1 port LAN/WAN 100Mbps + 1 port USB2.0		17.41
4152	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "TL-WR840N ver.4.0" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		14.54
4153	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "TL-WR841N" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		18.36
4154	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "TL-WR842N" WiFi 300Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps + 1 port USB2.0		26.3
4155	Computer equipment and components	Wireless network equipment	TP-Link	Wireless router TP-Link "TL-WR940N" WiFi 450Mbps + 4 ports LAN 100Mbps + 1 port WAN 100Mbps		22.34
4156	Computer equipment and components	Wireless network equipment	TP-Link	Repeater TP-Link "RE200 ver.2.0" WiFi 433Mbps + 1 port LAN 100Mbps		28.93
4157	Computer equipment and components	Wireless network equipment	TP-Link	Repeater TP-Link "RE305" WiFi 867Mbps + 1 port 100Mbps		39.5
4158	Computer equipment and components	Wireless network equipment	TP-Link	Repeater TP-Link "TL-WA850RE ver.4.0" WiFi 300Mbps + 1 port LAN 100Mbps		21.02
4159	Computer equipment and components	Wireless network equipment	TP-Link	Repeater TP-Link "TL-WA855RE ver.2.0" WiFi 300Mbps + 1 port LAN 100Mbps		18.36
4160	Computer equipment and components	Wireless network equipment	TP-Link	Repeater TP-Link "TL-WA860RE ver.2.0" WiFi 300Mbps + 1 port LAN 100Mbps		23.09
4161	Computer equipment and components	Wireless network equipment	TP-Link	Access point TP-Link "CPE210 ver.2.0" WiFi 300Mbps + 1 port LAN 100Mbps		40.82
4162	Computer equipment and components	Wireless network equipment	TP-Link	Access point TP-Link "CPE220" WiFi 300Mbps + 2 ports LAN 100Mbps		72.53
4163	Computer equipment and components	Wireless network equipment	TP-Link	Access point TP-Link "EAP225" WiFi 867Mbps + 1 port LAN/WAN 1Gbps		121.41
4164	Computer equipment and components	Wireless network equipment	TP-Link	Access point TP-Link "EAP245" WiFi 1.3Gbps + 1 port LAN 1Gbps		142.55
4165	Computer equipment and components	Wireless network equipment	TP-Link	Antenna extension TP-link "TL-ANT24EC3S" (3.0 m)		9.11
4166	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "NanoStation loco M2" LocoM2, WiFi 150Mbps + 1 port LAN 100Mbps		44.54
4167	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "NanoStation loco M5" LocoM5, WiFi 150Mbps + 1 port LAN 100Mbps		58.81
4168	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "Nanostation M2" WiFi 150Mbps + 2 ports LAN 100Mbps		79.3
4169	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "NanoStation M5" NSM5, WiFi 150Mbps + 2 ports LAN 100Mbps		77.28
4170	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "UniFi AP AC LITE" UAP-AC-LITE, WiFi 867Mbps + 1 port LAN 1Gbps		78.28
4171	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "UniFi AP Long Range 3-Pack" UAP-LR-3 WiFi 300Mbps + 1 port LAN 100Mbps		229.15
4172	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "UniFi AP Long Range AC" UAP-AC-LR WiFi 867Mbps + 1 port LAN 1Gbps		98.65
4173	Computer equipment and components	Wireless network equipment	Ubiquiti	Access point Ubiquiti "UniFi AP" UAP, WiFi 300Mbps + 1 port LAN 100Mbps		64.49
4174	Computer equipment and components	Power supplies	ACD	Power Supply 650W ACD "GPK 650S" ATX12V V2.0 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.2 m)		54.64
4175	Computer equipment and components	Power supplies	Aerocool	Power Supply 450W Aerocool "ECO-450W" ATX12V V2.3 (20/24+4+6pin, fan d120 mm) + power cable EURO (1.1 m)		20.33
4176	Computer equipment and components	Power supplies	Aerocool	Power Supply 450W Aerocool "VX-450 PLUS" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		24.27
4177	Computer equipment and components	Power supplies	Aerocool	Power Supply 500W Aerocool "ECO-500W" ATX12V V2.3 (20/24+4+6pin, fan d120 mm) + power cable EURO (1.1 m)		23.79
4178	Computer equipment and components	Power supplies	Aerocool	Power Supply 500W Aerocool "VX-500 PLUS" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		25.96
4179	Computer equipment and components	Power supplies	Aerocool	Power Supply 600W Aerocool "ECO-600W" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		27.33
